"","V1","V2"
"1",0,0
"2",0.00226950599270037,0.00453901198540074
"3",0.00508358033319802,0.010167160666396
"4",0.00811074861853082,0.0162214972370616
"5",0.0117270285042908,0.0234540570085817
"6",0.0155046096057628,0.0310092192115255
"7",0.0194234978123986,0.0388469956247971
"8",0.0238833531371429,0.0477667062742857
"9",0.0296040182206952,0.0592080364413904
"10",0.0350391908947227,0.0700783817894455
"11",0.042227605243289,0.084455210486578
"12",0.0484872648858901,0.0969745297717803
"13",0.0565594935794354,0.113118987158871
"14",0.0633650761756492,0.126730152351298
"15",0.0716887563382673,0.143377512676535
"16",0.0802071267272705,0.160414253454541
"17",0.0902691522538025,0.180538304507605
"18",0.0993233871888666,0.198646774377733
"19",0.109141208406585,0.218282416813169
"20",0.118700411106389,0.237400822212778
"21",0.130664243235901,0.261328486471802
"22",0.141347320429389,0.282694640858778
"23",0.153245742150171,0.306491484300341
"24",0.166949240134352,0.333898480268705
"25",0.179632886189143,0.359265772378287
"26",0.193480929952584,0.386961859905168
"27",0.208659575388461,0.417319150776921
"28",0.224753276641073,0.449506553282145
"29",0.241455214919942,0.482910429839884
"30",0.25895155449892,0.517903108997841
"31",0.276831091102312,0.553662182204624
"32",0.296849096490964,0.593698192981929
"33",0.316536431078903,0.633072862157806
"34",0.338464585189106,0.676929170378212
"35",0.360880316461762,0.721760632923524
"36",0.383734515011037,0.767469030022074
"37",0.406607128522349,0.813214257044699
"38",0.431134610915318,0.862269221830636
"39",0.456506658490768,0.913013316981535
"40",0.481760259020375,0.963520518040749
"41",0.507735922648155,1.01547184529631
"42",0.533824452497324,1.06764890499465
"43",0.559829302449498,1.119658604899
"44",0.586336659247312,1.17267331849462
"45",0.612601995179139,1.22520399035828
"46",0.637721544208942,1.27544308841788
"47",0.662707978265572,1.32541595653114
"48",0.686484903748671,1.37296980749734
"49",0.709547207816429,1.41909441563286
"50",0.730525120096158,1.46105024019232
"51",0.750911802468737,1.50182360493747
"52",0.76990198134645,1.5398039626929
"53",0.786962742263547,1.57392548452709
"54",0.801851476747993,1.60370295349599
"55",0.81554121484893,1.63108242969786
"56",0.82640023101222,1.65280046202444
"57",0.835014851506742,1.67002970301348
"58",0.8398725904136,1.6797451808272
"59",0.841813470834504,1.68362694166901
"60",0.839853376893347,1.67970675378669
"61",0.833868872783749,1.6677377455675
"62",0.824000259470704,1.64800051894141
"63",0.810008102943984,1.62001620588797
"64",0.791241321294336,1.58248264258867
"65",0.767740938060234,1.53548187612047
"66",0.739572787095445,1.47914557419089
"67",0.706484998414218,1.41296999682844
"68",0.668733110329768,1.33746622065954
"69",0.626443864852921,1.25288772970584
"70",0.57999486558784,1.15998973117568
"71",0.529816606449047,1.05963321289809
"72",0.476727671906668,0.953455343813337
"73",0.422011454885009,0.844022909770018
"74",0.366975194668932,0.733950389337864
"75",0.313005680819107,0.626011361638214
"76",0.26098797119318,0.521975942386359
"77",0.212816359776456,0.425632719552912
"78",0.168709122951775,0.337418245903551
"79",0.13004426098681,0.260088521973621
"80",0.0978850897083735,0.195770179416747
"81",0.0704778992502785,0.140955798500557
"82",0.0497213392332899,0.0994426784665798
"83",0.0332052935704256,0.0664105871408512
"84",0.021371842344004,0.0427436846880081
"85",0.0137611108658729,0.0275222217317459
"86",0.00783957248087823,0.0156791449617565
"87",0.00458232763987398,0.00916465527974797
"88",0.00237830133754988,0.00475660267509976
"89",0.00136589308524262,0.00273178617048524
"90",9.92772574728509e-05,0.000198554514945702
"91",0,0
